ContentsCode_kode,år_kode,geografi_kode,kjønn_kode,aldersgruppe_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,geografi_navn,kjønn_navn,aldersgruppe_navn,statistikkvariabel_navn,verdi
EliminatedValue,7,30101,1,0,0,ok-sos001,2019,Gamle Oslo,Menn,Alder i alt,Antall mottakere av AAP,663
EliminatedValue,7,30101,1,1,0,ok-sos001,2019,Gamle Oslo,Menn,Under 30,Antall mottakere av AAP,110
EliminatedValue,7,30101,1,2,0,ok-sos001,2019,Gamle Oslo,Menn,30-39,Antall mottakere av AAP,190
EliminatedValue,7,30101,1,3,0,ok-sos001,2019,Gamle Oslo,Menn,40-49,Antall mottakere av AAP,186
EliminatedValue,7,30101,1,4,0,ok-sos001,2019,Gamle Oslo,Menn,50-59,Antall mottakere av AAP,129
EliminatedValue,7,30101,1,5,0,ok-sos001,2019,Gamle Oslo,Menn,60+,Antall mottakere av AAP,48
EliminatedValue,7,30101,2,0,0,ok-sos001,2019,Gamle Oslo,Kvinner,Alder i alt,Antall mottakere av AAP,781
EliminatedValue,7,30101,2,1,0,ok-sos001,2019,Gamle Oslo,Kvinner,Under 30,Antall mottakere av AAP,139
EliminatedValue,7,30101,2,2,0,ok-sos001,2019,Gamle Oslo,Kvinner,30-39,Antall mottakere av AAP,231
EliminatedValue,7,30101,2,3,0,ok-sos001,2019,Gamle Oslo,Kvinner,40-49,Antall mottakere av AAP,224
EliminatedValue,7,30101,2,4,0,ok-sos001,2019,Gamle Oslo,Kvinner,50-59,Antall mottakere av AAP,130
EliminatedValue,7,30101,2,5,0,ok-sos001,2019,Gamle Oslo,Kvinner,60+,Antall mottakere av AAP,57
EliminatedValue,7,30102,0,0,0,ok-sos001,2019,Grünerløkka,Begge kjønn,Alder i alt,Antall mottakere av AAP,1282
EliminatedValue,7,30102,0,1,0,ok-sos001,2019,Grünerløkka,Begge kjønn,Under 30,Antall mottakere av AAP,316
EliminatedValue,7,30102,0,2,0,ok-sos001,2019,Grünerløkka,Begge kjønn,30-39,Antall mottakere av AAP,382
EliminatedValue,7,30102,0,3,0,ok-sos001,2019,Grünerløkka,Begge kjønn,40-49,Antall mottakere av AAP,290
EliminatedValue,7,30102,0,4,0,ok-sos001,2019,Grünerløkka,Begge kjønn,50-59,Antall mottakere av AAP,211
EliminatedValue,7,30102,0,5,0,ok-sos001,2019,Grünerløkka,Begge kjønn,60+,Antall mottakere av AAP,83
EliminatedValue,7,30102,1,0,0,ok-sos001,2019,Grünerløkka,Menn,Alder i alt,Antall mottakere av AAP,531
EliminatedValue,7,30102,1,1,0,ok-sos001,2019,Grünerløkka,Menn,Under 30,Antall mottakere av AAP,101
EliminatedValue,7,30102,1,2,0,ok-sos001,2019,Grünerløkka,Menn,30-39,Antall mottakere av AAP,152
EliminatedValue,7,30102,1,3,0,ok-sos001,2019,Grünerløkka,Menn,40-49,Antall mottakere av AAP,138
EliminatedValue,7,30102,1,4,0,ok-sos001,2019,Grünerløkka,Menn,50-59,Antall mottakere av AAP,95
EliminatedValue,7,30102,1,5,0,ok-sos001,2019,Grünerløkka,Menn,60+,Antall mottakere av AAP,45
EliminatedValue,7,30102,2,0,0,ok-sos001,2019,Grünerløkka,Kvinner,Alder i alt,Antall mottakere av AAP,751
EliminatedValue,7,30102,2,1,0,ok-sos001,2019,Grünerløkka,Kvinner,Under 30,Antall mottakere av AAP,215
EliminatedValue,7,30102,2,2,0,ok-sos001,2019,Grünerløkka,Kvinner,30-39,Antall mottakere av AAP,230
EliminatedValue,7,30102,2,3,0,ok-sos001,2019,Grünerløkka,Kvinner,40-49,Antall mottakere av AAP,152
EliminatedValue,7,30102,2,4,0,ok-sos001,2019,Grünerløkka,Kvinner,50-59,Antall mottakere av AAP,116
EliminatedValue,7,30102,2,5,0,ok-sos001,2019,Grünerløkka,Kvinner,60+,Antall mottakere av AAP,38
EliminatedValue,7,30103,0,0,0,ok-sos001,2019,Sagene,Begge kjønn,Alder i alt,Antall mottakere av AAP,942
EliminatedValue,7,30103,0,1,0,ok-sos001,2019,Sagene,Begge kjønn,Under 30,Antall mottakere av AAP,229
EliminatedValue,7,30103,0,2,0,ok-sos001,2019,Sagene,Begge kjønn,30-39,Antall mottakere av AAP,288
EliminatedValue,7,30103,0,3,0,ok-sos001,2019,Sagene,Begge kjønn,40-49,Antall mottakere av AAP,221
EliminatedValue,7,30103,0,4,0,ok-sos001,2019,Sagene,Begge kjønn,50-59,Antall mottakere av AAP,153
EliminatedValue,7,30103,0,5,0,ok-sos001,2019,Sagene,Begge kjønn,60+,Antall mottakere av AAP,51
EliminatedValue,7,30103,1,0,0,ok-sos001,2019,Sagene,Menn,Alder i alt,Antall mottakere av AAP,385
EliminatedValue,7,30103,1,1,0,ok-sos001,2019,Sagene,Menn,Under 30,Antall mottakere av AAP,92
EliminatedValue,7,30103,1,2,0,ok-sos001,2019,Sagene,Menn,30-39,Antall mottakere av AAP,114
EliminatedValue,7,30103,1,3,0,ok-sos001,2019,Sagene,Menn,40-49,Antall mottakere av AAP,98
EliminatedValue,7,30103,1,4,0,ok-sos001,2019,Sagene,Menn,50-59,Antall mottakere av AAP,60
EliminatedValue,7,30103,1,5,0,ok-sos001,2019,Sagene,Menn,60+,Antall mottakere av AAP,21
EliminatedValue,7,30103,2,0,0,ok-sos001,2019,Sagene,Kvinner,Alder i alt,Antall mottakere av AAP,557
EliminatedValue,7,30103,2,1,0,ok-sos001,2019,Sagene,Kvinner,Under 30,Antall mottakere av AAP,137
EliminatedValue,7,30103,2,2,0,ok-sos001,2019,Sagene,Kvinner,30-39,Antall mottakere av AAP,174
EliminatedValue,7,30103,2,3,0,ok-sos001,2019,Sagene,Kvinner,40-49,Antall mottakere av AAP,123
EliminatedValue,7,30103,2,4,0,ok-sos001,2019,Sagene,Kvinner,50-59,Antall mottakere av AAP,93
EliminatedValue,7,30103,2,5,0,ok-sos001,2019,Sagene,Kvinner,60+,Antall mottakere av AAP,30
EliminatedValue,7,30104,0,0,0,ok-sos001,2019,St. Hanshaugen,Begge kjønn,Alder i alt,Antall mottakere av AAP,791
EliminatedValue,7,30104,0,1,0,ok-sos001,2019,St. Hanshaugen,Begge kjønn,Under 30,Antall mottakere av AAP,260
EliminatedValue,7,30104,0,2,0,ok-sos001,2019,St. Hanshaugen,Begge kjønn,30-39,Antall mottakere av AAP,207
EliminatedValue,7,30104,0,3,0,ok-sos001,2019,St. Hanshaugen,Begge kjønn,40-49,Antall mottakere av AAP,140
EliminatedValue,7,30104,0,4,0,ok-sos001,2019,St. Hanshaugen,Begge kjønn,50-59,Antall mottakere av AAP,129
EliminatedValue,7,30104,0,5,0,ok-sos001,2019,St. Hanshaugen,Begge kjønn,60+,Antall mottakere av AAP,55
EliminatedValue,7,30104,1,0,0,ok-sos001,2019,St. Hanshaugen,Menn,Alder i alt,Antall mottakere av AAP,352
EliminatedValue,7,30104,1,1,0,ok-sos001,2019,St. Hanshaugen,Menn,Under 30,Antall mottakere av AAP,111
EliminatedValue,7,30104,1,2,0,ok-sos001,2019,St. Hanshaugen,Menn,30-39,Antall mottakere av AAP,98
EliminatedValue,7,30104,1,3,0,ok-sos001,2019,St. Hanshaugen,Menn,40-49,Antall mottakere av AAP,61
EliminatedValue,7,30104,1,4,0,ok-sos001,2019,St. Hanshaugen,Menn,50-59,Antall mottakere av AAP,59
EliminatedValue,7,30104,1,5,0,ok-sos001,2019,St. Hanshaugen,Menn,60+,Antall mottakere av AAP,23
EliminatedValue,7,30104,2,0,0,ok-sos001,2019,St. Hanshaugen,Kvinner,Alder i alt,Antall mottakere av AAP,439
EliminatedValue,7,30104,2,1,0,ok-sos001,2019,St. Hanshaugen,Kvinner,Under 30,Antall mottakere av AAP,149
EliminatedValue,7,30104,2,2,0,ok-sos001,2019,St. Hanshaugen,Kvinner,30-39,Antall mottakere av AAP,109
EliminatedValue,7,30104,2,3,0,ok-sos001,2019,St. Hanshaugen,Kvinner,40-49,Antall mottakere av AAP,79
EliminatedValue,7,30104,2,4,0,ok-sos001,2019,St. Hanshaugen,Kvinner,50-59,Antall mottakere av AAP,70
EliminatedValue,7,30104,2,5,0,ok-sos001,2019,St. Hanshaugen,Kvinner,60+,Antall mottakere av AAP,32
EliminatedValue,7,30105,0,0,0,ok-sos001,2019,Frogner,Begge kjønn,Alder i alt,Antall mottakere av AAP,1112
EliminatedValue,7,30105,0,1,0,ok-sos001,2019,Frogner,Begge kjønn,Under 30,Antall mottakere av AAP,271
EliminatedValue,7,30105,0,2,0,ok-sos001,2019,Frogner,Begge kjønn,30-39,Antall mottakere av AAP,291
EliminatedValue,7,30105,0,3,0,ok-sos001,2019,Frogner,Begge kjønn,40-49,Antall mottakere av AAP,211
EliminatedValue,7,30105,0,4,0,ok-sos001,2019,Frogner,Begge kjønn,50-59,Antall mottakere av AAP,233
EliminatedValue,7,30105,0,5,0,ok-sos001,2019,Frogner,Begge kjønn,60+,Antall mottakere av AAP,106
EliminatedValue,7,30105,1,0,0,ok-sos001,2019,Frogner,Menn,Alder i alt,Antall mottakere av AAP,466
EliminatedValue,7,30105,1,1,0,ok-sos001,2019,Frogner,Menn,Under 30,Antall mottakere av AAP,86
EliminatedValue,7,30105,1,2,0,ok-sos001,2019,Frogner,Menn,30-39,Antall mottakere av AAP,133
EliminatedValue,7,30105,1,3,0,ok-sos001,2019,Frogner,Menn,40-49,Antall mottakere av AAP,87
EliminatedValue,7,30105,1,4,0,ok-sos001,2019,Frogner,Menn,50-59,Antall mottakere av AAP,108
EliminatedValue,7,30105,1,5,0,ok-sos001,2019,Frogner,Menn,60+,Antall mottakere av AAP,52
EliminatedValue,7,30105,2,0,0,ok-sos001,2019,Frogner,Kvinner,Alder i alt,Antall mottakere av AAP,646
EliminatedValue,7,30105,2,1,0,ok-sos001,2019,Frogner,Kvinner,Under 30,Antall mottakere av AAP,185
EliminatedValue,7,30105,2,2,0,ok-sos001,2019,Frogner,Kvinner,30-39,Antall mottakere av AAP,158
EliminatedValue,7,30105,2,3,0,ok-sos001,2019,Frogner,Kvinner,40-49,Antall mottakere av AAP,124
EliminatedValue,7,30105,2,4,0,ok-sos001,2019,Frogner,Kvinner,50-59,Antall mottakere av AAP,125
EliminatedValue,7,30105,2,5,0,ok-sos001,2019,Frogner,Kvinner,60+,Antall mottakere av AAP,54
EliminatedValue,7,30106,0,0,0,ok-sos001,2019,Ullern,Begge kjønn,Alder i alt,Antall mottakere av AAP,479
EliminatedValue,7,30106,0,1,0,ok-sos001,2019,Ullern,Begge kjønn,Under 30,Antall mottakere av AAP,88
EliminatedValue,7,30106,0,2,0,ok-sos001,2019,Ullern,Begge kjønn,30-39,Antall mottakere av AAP,99
EliminatedValue,7,30106,0,3,0,ok-sos001,2019,Ullern,Begge kjønn,40-49,Antall mottakere av AAP,113
EliminatedValue,7,30106,0,4,0,ok-sos001,2019,Ullern,Begge kjønn,50-59,Antall mottakere av AAP,127
EliminatedValue,7,30106,0,5,0,ok-sos001,2019,Ullern,Begge kjønn,60+,Antall mottakere av AAP,52
EliminatedValue,7,30106,1,0,0,ok-sos001,2019,Ullern,Menn,Alder i alt,Antall mottakere av AAP,171
EliminatedValue,7,30106,1,1,0,ok-sos001,2019,Ullern,Menn,Under 30,Antall mottakere av AAP,35
EliminatedValue,7,30106,1,2,0,ok-sos001,2019,Ullern,Menn,30-39,Antall mottakere av AAP,37
EliminatedValue,7,30106,1,3,0,ok-sos001,2019,Ullern,Menn,40-49,Antall mottakere av AAP,37
EliminatedValue,7,30106,1,4,0,ok-sos001,2019,Ullern,Menn,50-59,Antall mottakere av AAP,45
EliminatedValue,7,30106,1,5,0,ok-sos001,2019,Ullern,Menn,60+,Antall mottakere av AAP,17
EliminatedValue,7,30106,2,0,0,ok-sos001,2019,Ullern,Kvinner,Alder i alt,Antall mottakere av AAP,308
EliminatedValue,7,30106,2,1,0,ok-sos001,2019,Ullern,Kvinner,Under 30,Antall mottakere av AAP,53
EliminatedValue,7,30106,2,2,0,ok-sos001,2019,Ullern,Kvinner,30-39,Antall mottakere av AAP,62
EliminatedValue,7,30106,2,3,0,ok-sos001,2019,Ullern,Kvinner,40-49,Antall mottakere av AAP,76
EliminatedValue,7,30106,2,4,0,ok-sos001,2019,Ullern,Kvinner,50-59,Antall mottakere av AAP,82
EliminatedValue,7,30106,2,5,0,ok-sos001,2019,Ullern,Kvinner,60+,Antall mottakere av AAP,35
EliminatedValue,7,30107,0,0,0,ok-sos001,2019,Vestre Aker,Begge kjønn,Alder i alt,Antall mottakere av AAP,669
EliminatedValue,7,30107,0,1,0,ok-sos001,2019,Vestre Aker,Begge kjønn,Under 30,Antall mottakere av AAP,121
EliminatedValue,7,30107,0,2,0,ok-sos001,2019,Vestre Aker,Begge kjønn,30-39,Antall mottakere av AAP,143
EliminatedValue,7,30107,0,3,0,ok-sos001,2019,Vestre Aker,Begge kjønn,40-49,Antall mottakere av AAP,161
EliminatedValue,7,30107,0,4,0,ok-sos001,2019,Vestre Aker,Begge kjønn,50-59,Antall mottakere av AAP,169
EliminatedValue,7,30107,0,5,0,ok-sos001,2019,Vestre Aker,Begge kjønn,60+,Antall mottakere av AAP,75
EliminatedValue,7,30107,1,0,0,ok-sos001,2019,Vestre Aker,Menn,Alder i alt,Antall mottakere av AAP,241
EliminatedValue,7,30107,1,1,0,ok-sos001,2019,Vestre Aker,Menn,Under 30,Antall mottakere av AAP,54
EliminatedValue,7,30107,1,2,0,ok-sos001,2019,Vestre Aker,Menn,30-39,Antall mottakere av AAP,52
EliminatedValue,7,30107,1,3,0,ok-sos001,2019,Vestre Aker,Menn,40-49,Antall mottakere av AAP,48
EliminatedValue,7,30107,1,4,0,ok-sos001,2019,Vestre Aker,Menn,50-59,Antall mottakere av AAP,54
EliminatedValue,7,30107,1,5,0,ok-sos001,2019,Vestre Aker,Menn,60+,Antall mottakere av AAP,33
EliminatedValue,7,30107,2,0,0,ok-sos001,2019,Vestre Aker,Kvinner,Alder i alt,Antall mottakere av AAP,428
EliminatedValue,7,30107,2,1,0,ok-sos001,2019,Vestre Aker,Kvinner,Under 30,Antall mottakere av AAP,67
EliminatedValue,7,30107,2,2,0,ok-sos001,2019,Vestre Aker,Kvinner,30-39,Antall mottakere av AAP,91
EliminatedValue,7,30107,2,3,0,ok-sos001,2019,Vestre Aker,Kvinner,40-49,Antall mottakere av AAP,113
EliminatedValue,7,30107,2,4,0,ok-sos001,2019,Vestre Aker,Kvinner,50-59,Antall mottakere av AAP,115
EliminatedValue,7,30107,2,5,0,ok-sos001,2019,Vestre Aker,Kvinner,60+,Antall mottakere av AAP,42
EliminatedValue,7,30108,0,0,0,ok-sos001,2019,Nordre Aker,Begge kjønn,Alder i alt,Antall mottakere av AAP,787
EliminatedValue,7,30108,0,1,0,ok-sos001,2019,Nordre Aker,Begge kjønn,Under 30,Antall mottakere av AAP,206
EliminatedValue,7,30108,0,2,0,ok-sos001,2019,Nordre Aker,Begge kjønn,30-39,Antall mottakere av AAP,184
EliminatedValue,7,30108,0,3,0,ok-sos001,2019,Nordre Aker,Begge kjønn,40-49,Antall mottakere av AAP,183
EliminatedValue,7,30108,0,4,0,ok-sos001,2019,Nordre Aker,Begge kjønn,50-59,Antall mottakere av AAP,146
EliminatedValue,7,30108,0,5,0,ok-sos001,2019,Nordre Aker,Begge kjønn,60+,Antall mottakere av AAP,68
EliminatedValue,7,30108,1,0,0,ok-sos001,2019,Nordre Aker,Menn,Alder i alt,Antall mottakere av AAP,323
EliminatedValue,7,30108,1,1,0,ok-sos001,2019,Nordre Aker,Menn,Under 30,Antall mottakere av AAP,92
EliminatedValue,7,30108,1,2,0,ok-sos001,2019,Nordre Aker,Menn,30-39,Antall mottakere av AAP,72
EliminatedValue,7,30108,1,3,0,ok-sos001,2019,Nordre Aker,Menn,40-49,Antall mottakere av AAP,62
EliminatedValue,7,30108,1,4,0,ok-sos001,2019,Nordre Aker,Menn,50-59,Antall mottakere av AAP,61
EliminatedValue,7,30108,1,5,0,ok-sos001,2019,Nordre Aker,Menn,60+,Antall mottakere av AAP,36
EliminatedValue,7,30108,2,0,0,ok-sos001,2019,Nordre Aker,Kvinner,Alder i alt,Antall mottakere av AAP,464
EliminatedValue,7,30108,2,1,0,ok-sos001,2019,Nordre Aker,Kvinner,Under 30,Antall mottakere av AAP,114
EliminatedValue,7,30108,2,2,0,ok-sos001,2019,Nordre Aker,Kvinner,30-39,Antall mottakere av AAP,112
EliminatedValue,7,30108,2,3,0,ok-sos001,2019,Nordre Aker,Kvinner,40-49,Antall mottakere av AAP,121
EliminatedValue,7,30108,2,4,0,ok-sos001,2019,Nordre Aker,Kvinner,50-59,Antall mottakere av AAP,85
EliminatedValue,7,30108,2,5,0,ok-sos001,2019,Nordre Aker,Kvinner,60+,Antall mottakere av AAP,32
EliminatedValue,7,30109,0,0,0,ok-sos001,2019,Bjerke,Begge kjønn,Alder i alt,Antall mottakere av AAP,697
EliminatedValue,7,30109,0,1,0,ok-sos001,2019,Bjerke,Begge kjønn,Under 30,Antall mottakere av AAP,105
EliminatedValue,7,30109,0,2,0,ok-sos001,2019,Bjerke,Begge kjønn,30-39,Antall mottakere av AAP,169
EliminatedValue,7,30109,0,3,0,ok-sos001,2019,Bjerke,Begge kjønn,40-49,Antall mottakere av AAP,178
EliminatedValue,7,30109,0,4,0,ok-sos001,2019,Bjerke,Begge kjønn,50-59,Antall mottakere av AAP,171
EliminatedValue,7,30109,0,5,0,ok-sos001,2019,Bjerke,Begge kjønn,60+,Antall mottakere av AAP,74
EliminatedValue,7,30109,1,0,0,ok-sos001,2019,Bjerke,Menn,Alder i alt,Antall mottakere av AAP,296
EliminatedValue,7,30109,1,1,0,ok-sos001,2019,Bjerke,Menn,Under 30,Antall mottakere av AAP,53
EliminatedValue,7,30109,1,2,0,ok-sos001,2019,Bjerke,Menn,30-39,Antall mottakere av AAP,69
EliminatedValue,7,30109,1,3,0,ok-sos001,2019,Bjerke,Menn,40-49,Antall mottakere av AAP,63
EliminatedValue,7,30109,1,4,0,ok-sos001,2019,Bjerke,Menn,50-59,Antall mottakere av AAP,76
EliminatedValue,7,30109,1,5,0,ok-sos001,2019,Bjerke,Menn,60+,Antall mottakere av AAP,35
EliminatedValue,7,30109,2,0,0,ok-sos001,2019,Bjerke,Kvinner,Alder i alt,Antall mottakere av AAP,401
EliminatedValue,7,30109,2,1,0,ok-sos001,2019,Bjerke,Kvinner,Under 30,Antall mottakere av AAP,52
EliminatedValue,7,30109,2,2,0,ok-sos001,2019,Bjerke,Kvinner,30-39,Antall mottakere av AAP,100
EliminatedValue,7,30109,2,3,0,ok-sos001,2019,Bjerke,Kvinner,40-49,Antall mottakere av AAP,115
EliminatedValue,7,30109,2,4,0,ok-sos001,2019,Bjerke,Kvinner,50-59,Antall mottakere av AAP,95
EliminatedValue,7,30109,2,5,0,ok-sos001,2019,Bjerke,Kvinner,60+,Antall mottakere av AAP,39
EliminatedValue,7,30110,0,0,0,ok-sos001,2019,Grorud,Begge kjønn,Alder i alt,Antall mottakere av AAP,758
EliminatedValue,7,30110,0,1,0,ok-sos001,2019,Grorud,Begge kjønn,Under 30,Antall mottakere av AAP,112
EliminatedValue,7,30110,0,2,0,ok-sos001,2019,Grorud,Begge kjønn,30-39,Antall mottakere av AAP,186
EliminatedValue,7,30110,0,3,0,ok-sos001,2019,Grorud,Begge kjønn,40-49,Antall mottakere av AAP,185
EliminatedValue,7,30110,0,4,0,ok-sos001,2019,Grorud,Begge kjønn,50-59,Antall mottakere av AAP,206
EliminatedValue,7,30110,0,5,0,ok-sos001,2019,Grorud,Begge kjønn,60+,Antall mottakere av AAP,69
EliminatedValue,7,30110,1,0,0,ok-sos001,2019,Grorud,Menn,Alder i alt,Antall mottakere av AAP,344
EliminatedValue,7,30110,1,1,0,ok-sos001,2019,Grorud,Menn,Under 30,Antall mottakere av AAP,55
EliminatedValue,7,30110,1,2,0,ok-sos001,2019,Grorud,Menn,30-39,Antall mottakere av AAP,80
EliminatedValue,7,30110,1,3,0,ok-sos001,2019,Grorud,Menn,40-49,Antall mottakere av AAP,83
EliminatedValue,7,30110,1,4,0,ok-sos001,2019,Grorud,Menn,50-59,Antall mottakere av AAP,97
EliminatedValue,7,30110,1,5,0,ok-sos001,2019,Grorud,Menn,60+,Antall mottakere av AAP,29
EliminatedValue,7,30110,2,0,0,ok-sos001,2019,Grorud,Kvinner,Alder i alt,Antall mottakere av AAP,414
EliminatedValue,7,30110,2,1,0,ok-sos001,2019,Grorud,Kvinner,Under 30,Antall mottakere av AAP,57
EliminatedValue,7,30110,2,2,0,ok-sos001,2019,Grorud,Kvinner,30-39,Antall mottakere av AAP,106
EliminatedValue,7,30110,2,3,0,ok-sos001,2019,Grorud,Kvinner,40-49,Antall mottakere av AAP,102
EliminatedValue,7,30110,2,4,0,ok-sos001,2019,Grorud,Kvinner,50-59,Antall mottakere av AAP,109
EliminatedValue,7,30110,2,5,0,ok-sos001,2019,Grorud,Kvinner,60+,Antall mottakere av AAP,40
EliminatedValue,7,30111,0,0,0,ok-sos001,2019,Stovner,Begge kjønn,Alder i alt,Antall mottakere av AAP,939
EliminatedValue,7,30111,0,1,0,ok-sos001,2019,Stovner,Begge kjønn,Under 30,Antall mottakere av AAP,137
EliminatedValue,7,30111,0,2,0,ok-sos001,2019,Stovner,Begge kjønn,30-39,Antall mottakere av AAP,185
EliminatedValue,7,30111,0,3,0,ok-sos001,2019,Stovner,Begge kjønn,40-49,Antall mottakere av AAP,271
EliminatedValue,7,30111,0,4,0,ok-sos001,2019,Stovner,Begge kjønn,50-59,Antall mottakere av AAP,259
EliminatedValue,7,30111,0,5,0,ok-sos001,2019,Stovner,Begge kjønn,60+,Antall mottakere av AAP,87
EliminatedValue,7,30111,1,0,0,ok-sos001,2019,Stovner,Menn,Alder i alt,Antall mottakere av AAP,457
EliminatedValue,7,30111,1,1,0,ok-sos001,2019,Stovner,Menn,Under 30,Antall mottakere av AAP,71
EliminatedValue,7,30111,1,2,0,ok-sos001,2019,Stovner,Menn,30-39,Antall mottakere av AAP,102
EliminatedValue,7,30111,1,3,0,ok-sos001,2019,Stovner,Menn,40-49,Antall mottakere av AAP,106
EliminatedValue,7,30111,1,4,0,ok-sos001,2019,Stovner,Menn,50-59,Antall mottakere av AAP,136
EliminatedValue,7,30111,1,5,0,ok-sos001,2019,Stovner,Menn,60+,Antall mottakere av AAP,42
EliminatedValue,7,30111,2,0,0,ok-sos001,2019,Stovner,Kvinner,Alder i alt,Antall mottakere av AAP,482
EliminatedValue,7,30111,2,1,0,ok-sos001,2019,Stovner,Kvinner,Under 30,Antall mottakere av AAP,66
EliminatedValue,7,30111,2,2,0,ok-sos001,2019,Stovner,Kvinner,30-39,Antall mottakere av AAP,83
EliminatedValue,7,30111,2,3,0,ok-sos001,2019,Stovner,Kvinner,40-49,Antall mottakere av AAP,165
EliminatedValue,7,30111,2,4,0,ok-sos001,2019,Stovner,Kvinner,50-59,Antall mottakere av AAP,123
EliminatedValue,7,30111,2,5,0,ok-sos001,2019,Stovner,Kvinner,60+,Antall mottakere av AAP,45
EliminatedValue,7,30112,0,0,0,ok-sos001,2019,Alna,Begge kjønn,Alder i alt,Antall mottakere av AAP,1539
EliminatedValue,7,30112,0,1,0,ok-sos001,2019,Alna,Begge kjønn,Under 30,Antall mottakere av AAP,197
EliminatedValue,7,30112,0,2,0,ok-sos001,2019,Alna,Begge kjønn,30-39,Antall mottakere av AAP,361
EliminatedValue,7,30112,0,3,0,ok-sos001,2019,Alna,Begge kjønn,40-49,Antall mottakere av AAP,429
EliminatedValue,7,30112,0,4,0,ok-sos001,2019,Alna,Begge kjønn,50-59,Antall mottakere av AAP,383
EliminatedValue,7,30112,0,5,0,ok-sos001,2019,Alna,Begge kjønn,60+,Antall mottakere av AAP,169
EliminatedValue,7,30112,1,0,0,ok-sos001,2019,Alna,Menn,Alder i alt,Antall mottakere av AAP,716
EliminatedValue,7,30112,1,1,0,ok-sos001,2019,Alna,Menn,Under 30,Antall mottakere av AAP,104
EliminatedValue,7,30112,1,2,0,ok-sos001,2019,Alna,Menn,30-39,Antall mottakere av AAP,163
EliminatedValue,7,30112,1,3,0,ok-sos001,2019,Alna,Menn,40-49,Antall mottakere av AAP,198
EliminatedValue,7,30112,1,4,0,ok-sos001,2019,Alna,Menn,50-59,Antall mottakere av AAP,164
EliminatedValue,7,30112,1,5,0,ok-sos001,2019,Alna,Menn,60+,Antall mottakere av AAP,87
EliminatedValue,7,30112,2,0,0,ok-sos001,2019,Alna,Kvinner,Alder i alt,Antall mottakere av AAP,823
EliminatedValue,7,30112,2,1,0,ok-sos001,2019,Alna,Kvinner,Under 30,Antall mottakere av AAP,93
EliminatedValue,7,30112,2,2,0,ok-sos001,2019,Alna,Kvinner,30-39,Antall mottakere av AAP,198
EliminatedValue,7,30112,2,3,0,ok-sos001,2019,Alna,Kvinner,40-49,Antall mottakere av AAP,231
EliminatedValue,7,30112,2,4,0,ok-sos001,2019,Alna,Kvinner,50-59,Antall mottakere av AAP,219
EliminatedValue,7,30112,2,5,0,ok-sos001,2019,Alna,Kvinner,60+,Antall mottakere av AAP,82
EliminatedValue,7,30113,0,0,0,ok-sos001,2019,Østensjø,Begge kjønn,Alder i alt,Antall mottakere av AAP,970
EliminatedValue,7,30113,0,1,0,ok-sos001,2019,Østensjø,Begge kjønn,Under 30,Antall mottakere av AAP,144
EliminatedValue,7,30113,0,2,0,ok-sos001,2019,Østensjø,Begge kjønn,30-39,Antall mottakere av AAP,205
EliminatedValue,7,30113,0,3,0,ok-sos001,2019,Østensjø,Begge kjønn,40-49,Antall mottakere av AAP,247
EliminatedValue,7,30113,0,4,0,ok-sos001,2019,Østensjø,Begge kjønn,50-59,Antall mottakere av AAP,276
EliminatedValue,7,30113,0,5,0,ok-sos001,2019,Østensjø,Begge kjønn,60+,Antall mottakere av AAP,98
EliminatedValue,7,30113,1,0,0,ok-sos001,2019,Østensjø,Menn,Alder i alt,Antall mottakere av AAP,412
EliminatedValue,7,30113,1,1,0,ok-sos001,2019,Østensjø,Menn,Under 30,Antall mottakere av AAP,62
EliminatedValue,7,30113,1,2,0,ok-sos001,2019,Østensjø,Menn,30-39,Antall mottakere av AAP,81
EliminatedValue,7,30113,1,3,0,ok-sos001,2019,Østensjø,Menn,40-49,Antall mottakere av AAP,98
EliminatedValue,7,30113,1,4,0,ok-sos001,2019,Østensjø,Menn,50-59,Antall mottakere av AAP,122
EliminatedValue,7,30113,1,5,0,ok-sos001,2019,Østensjø,Menn,60+,Antall mottakere av AAP,49
EliminatedValue,7,30113,2,0,0,ok-sos001,2019,Østensjø,Kvinner,Alder i alt,Antall mottakere av AAP,558
EliminatedValue,7,30113,2,1,0,ok-sos001,2019,Østensjø,Kvinner,Under 30,Antall mottakere av AAP,82
EliminatedValue,7,30113,2,2,0,ok-sos001,2019,Østensjø,Kvinner,30-39,Antall mottakere av AAP,124
EliminatedValue,7,30113,2,3,0,ok-sos001,2019,Østensjø,Kvinner,40-49,Antall mottakere av AAP,149
EliminatedValue,7,30113,2,4,0,ok-sos001,2019,Østensjø,Kvinner,50-59,Antall mottakere av AAP,154
EliminatedValue,7,30113,2,5,0,ok-sos001,2019,Østensjø,Kvinner,60+,Antall mottakere av AAP,49
EliminatedValue,7,30114,0,0,0,ok-sos001,2019,Nordstrand,Begge kjønn,Alder i alt,Antall mottakere av AAP,974
EliminatedValue,7,30114,0,1,0,ok-sos001,2019,Nordstrand,Begge kjønn,Under 30,Antall mottakere av AAP,179
EliminatedValue,7,30114,0,2,0,ok-sos001,2019,Nordstrand,Begge kjønn,30-39,Antall mottakere av AAP,194
