ContentsCode_kode,år_kode,geografi_kode,alder_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,geografi_navn,alder_navn,statistikkvariabel_navn,verdi
EliminatedValue,4,7,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,40-49 år,Antall sosialhjelpsmottakere,80
EliminatedValue,4,7,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,50-66 år,Andel sosialhjelpsmottakere i befolkningen,0.8
EliminatedValue,4,7,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,50-66 år,Antall sosialhjelpsmottakere,53
EliminatedValue,4,7,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.2
EliminatedValue,4,7,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Ullern,67 år og over,Antall sosialhjelpsmottakere,8
EliminatedValue,4,8,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,I alt,Andel sosialhjelpsmottakere i befolkningen,1.7
EliminatedValue,4,8,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,I alt,Antall sosialhjelpsmottakere,580
EliminatedValue,4,8,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,0.9
EliminatedValue,4,8,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,Under 20 år,Antall sosialhjelpsmottakere,10
EliminatedValue,4,8,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,20-24 år,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,4,8,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,20-24 år,Antall sosialhjelpsmottakere,79
EliminatedValue,4,8,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,25-29 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,4,8,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,25-29 år,Antall sosialhjelpsmottakere,62
EliminatedValue,4,8,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,30-39 år,Andel sosialhjelpsmottakere i befolkningen,2.4
EliminatedValue,4,8,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,30-39 år,Antall sosialhjelpsmottakere,151
EliminatedValue,4,8,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,40-49 år,Andel sosialhjelpsmottakere i befolkningen,2.2
EliminatedValue,4,8,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,40-49 år,Antall sosialhjelpsmottakere,141
EliminatedValue,4,8,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.2
EliminatedValue,4,8,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,50-66 år,Antall sosialhjelpsmottakere,123
EliminatedValue,4,8,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.2
EliminatedValue,4,8,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Vestre Aker,67 år og over,Antall sosialhjelpsmottakere,14
EliminatedValue,4,9,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,I alt,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,4,9,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,I alt,Antall sosialhjelpsmottakere,882
EliminatedValue,4,9,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.1
EliminatedValue,4,9,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,Under 20 år,Antall sosialhjelpsmottakere,23
EliminatedValue,4,9,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,20-24 år,Andel sosialhjelpsmottakere i befolkningen,2.8
EliminatedValue,4,9,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,20-24 år,Antall sosialhjelpsmottakere,109
EliminatedValue,4,9,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,4,9,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,25-29 år,Antall sosialhjelpsmottakere,131
EliminatedValue,4,9,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,4,9,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,30-39 år,Antall sosialhjelpsmottakere,273
EliminatedValue,4,9,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,40-49 år,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,4,9,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,40-49 år,Antall sosialhjelpsmottakere,195
EliminatedValue,4,9,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.5
EliminatedValue,4,9,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,50-66 år,Antall sosialhjelpsmottakere,133
EliminatedValue,4,9,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,4,9,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordre Aker,67 år og over,Antall sosialhjelpsmottakere,18
EliminatedValue,4,10,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,I alt,Andel sosialhjelpsmottakere i befolkningen,5.7
EliminatedValue,4,10,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,I alt,Antall sosialhjelpsmottakere,1253
EliminatedValue,4,10,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3.1
EliminatedValue,4,10,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,Under 20 år,Antall sosialhjelpsmottakere,17
EliminatedValue,4,10,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,20-24 år,Andel sosialhjelpsmottakere i befolkningen,6.7
EliminatedValue,4,10,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,20-24 år,Antall sosialhjelpsmottakere,121
EliminatedValue,4,10,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,25-29 år,Andel sosialhjelpsmottakere i befolkningen,7.4
EliminatedValue,4,10,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,25-29 år,Antall sosialhjelpsmottakere,176
EliminatedValue,4,10,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,30-39 år,Andel sosialhjelpsmottakere i befolkningen,7
EliminatedValue,4,10,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,30-39 år,Antall sosialhjelpsmottakere,375
EliminatedValue,4,10,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,40-49 år,Andel sosialhjelpsmottakere i befolkningen,7.6
EliminatedValue,4,10,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,40-49 år,Antall sosialhjelpsmottakere,327
EliminatedValue,4,10,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.8
EliminatedValue,4,10,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,50-66 år,Antall sosialhjelpsmottakere,221
EliminatedValue,4,10,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.5
EliminatedValue,4,10,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Bjerke,67 år og over,Antall sosialhjelpsmottakere,16
EliminatedValue,4,11,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,I alt,Andel sosialhjelpsmottakere i befolkningen,5.9
EliminatedValue,4,11,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,I alt,Antall sosialhjelpsmottakere,1200
EliminatedValue,4,11,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,5.4
EliminatedValue,4,11,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,Under 20 år,Antall sosialhjelpsmottakere,34
EliminatedValue,4,11,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,20-24 år,Andel sosialhjelpsmottakere i befolkningen,8.9
EliminatedValue,4,11,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,20-24 år,Antall sosialhjelpsmottakere,143
EliminatedValue,4,11,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,25-29 år,Andel sosialhjelpsmottakere i befolkningen,7.8
EliminatedValue,4,11,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,25-29 år,Antall sosialhjelpsmottakere,151
EliminatedValue,4,11,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,30-39 år,Andel sosialhjelpsmottakere i befolkningen,7.7
EliminatedValue,4,11,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,30-39 år,Antall sosialhjelpsmottakere,323
EliminatedValue,4,11,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,40-49 år,Andel sosialhjelpsmottakere i befolkningen,7.4
EliminatedValue,4,11,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,40-49 år,Antall sosialhjelpsmottakere,305
EliminatedValue,4,11,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,4,11,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,50-66 år,Antall sosialhjelpsmottakere,230
EliminatedValue,4,11,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,4,11,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Grorud,67 år og over,Antall sosialhjelpsmottakere,14
EliminatedValue,4,12,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,I alt,Andel sosialhjelpsmottakere i befolkningen,4.6
EliminatedValue,4,12,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,I alt,Antall sosialhjelpsmottakere,1057
EliminatedValue,4,12,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3.1
EliminatedValue,4,12,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,Under 20 år,Antall sosialhjelpsmottakere,25
EliminatedValue,4,12,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,20-24 år,Andel sosialhjelpsmottakere i befolkningen,6.3
EliminatedValue,4,12,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,20-24 år,Antall sosialhjelpsmottakere,124
EliminatedValue,4,12,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,25-29 år,Andel sosialhjelpsmottakere i befolkningen,7.2
EliminatedValue,4,12,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,25-29 år,Antall sosialhjelpsmottakere,134
EliminatedValue,4,12,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.7
EliminatedValue,4,12,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,30-39 år,Antall sosialhjelpsmottakere,267
EliminatedValue,4,12,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,40-49 år,Andel sosialhjelpsmottakere i befolkningen,6.1
EliminatedValue,4,12,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,40-49 år,Antall sosialhjelpsmottakere,281
EliminatedValue,4,12,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,4,12,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,50-66 år,Antall sosialhjelpsmottakere,214
EliminatedValue,4,12,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,4,12,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Stovner,67 år og over,Antall sosialhjelpsmottakere,12
EliminatedValue,4,13,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,I alt,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,4,13,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,I alt,Antall sosialhjelpsmottakere,1277
EliminatedValue,4,13,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.1
EliminatedValue,4,13,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,Under 20 år,Antall sosialhjelpsmottakere,23
EliminatedValue,4,13,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,4,13,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,20-24 år,Antall sosialhjelpsmottakere,115
EliminatedValue,4,13,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,4,13,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,25-29 år,Antall sosialhjelpsmottakere,148
EliminatedValue,4,13,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,4,13,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,30-39 år,Antall sosialhjelpsmottakere,352
EliminatedValue,4,13,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.3
EliminatedValue,4,13,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,40-49 år,Antall sosialhjelpsmottakere,361
EliminatedValue,4,13,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.8
EliminatedValue,4,13,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,50-66 år,Antall sosialhjelpsmottakere,259
EliminatedValue,4,13,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,4,13,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Alna,67 år og over,Antall sosialhjelpsmottakere,19
EliminatedValue,4,14,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,I alt,Andel sosialhjelpsmottakere i befolkningen,3.1
EliminatedValue,4,14,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,I alt,Antall sosialhjelpsmottakere,1118
EliminatedValue,4,14,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.3
EliminatedValue,4,14,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,Under 20 år,Antall sosialhjelpsmottakere,13
EliminatedValue,4,14,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,20-24 år,Andel sosialhjelpsmottakere i befolkningen,5.6
EliminatedValue,4,14,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,20-24 år,Antall sosialhjelpsmottakere,134
EliminatedValue,4,14,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.6
EliminatedValue,4,14,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,25-29 år,Antall sosialhjelpsmottakere,168
EliminatedValue,4,14,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,4,14,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,30-39 år,Antall sosialhjelpsmottakere,290
EliminatedValue,4,14,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,40-49 år,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,4,14,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,40-49 år,Antall sosialhjelpsmottakere,291
EliminatedValue,4,14,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.4
EliminatedValue,4,14,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,50-66 år,Antall sosialhjelpsmottakere,200
EliminatedValue,4,14,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,4,14,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Østensjø,67 år og over,Antall sosialhjelpsmottakere,22
EliminatedValue,4,15,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,2.1
EliminatedValue,4,15,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,I alt,Antall sosialhjelpsmottakere,784
EliminatedValue,4,15,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.1
EliminatedValue,4,15,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,23
EliminatedValue,4,15,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,4,15,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,20-24 år,Antall sosialhjelpsmottakere,95
EliminatedValue,4,15,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,4,15,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,25-29 år,Antall sosialhjelpsmottakere,97
EliminatedValue,4,15,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,2.8
EliminatedValue,4,15,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,30-39 år,Antall sosialhjelpsmottakere,193
EliminatedValue,4,15,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,4,15,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,40-49 år,Antall sosialhjelpsmottakere,210
EliminatedValue,4,15,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.5
EliminatedValue,4,15,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2011,Bydel Nordstrand,50-66 år,Antall sosialhjelpsmottakere,142
