ContentsCode_kode,år_kode,geografi_kode,alder_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,geografi_navn,alder_navn,statistikkvariabel_navn,verdi
EliminatedValue,6,8,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,20-24 år,Antall sosialhjelpsmottakere,52
EliminatedValue,6,8,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,25-29 år,Andel sosialhjelpsmottakere i befolkningen,2.5
EliminatedValue,6,8,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,25-29 år,Antall sosialhjelpsmottakere,72
EliminatedValue,6,8,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,30-39 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,6,8,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,30-39 år,Antall sosialhjelpsmottakere,149
EliminatedValue,6,8,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,40-49 år,Andel sosialhjelpsmottakere i befolkningen,1.9
EliminatedValue,6,8,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,40-49 år,Antall sosialhjelpsmottakere,128
EliminatedValue,6,8,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.1
EliminatedValue,6,8,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,50-66 år,Antall sosialhjelpsmottakere,105
EliminatedValue,6,8,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.1
EliminatedValue,6,8,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Vestre Aker,67 år og over,Antall sosialhjelpsmottakere,5
EliminatedValue,6,9,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,I alt,Andel sosialhjelpsmottakere i befolkningen,2.2
EliminatedValue,6,9,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,I alt,Antall sosialhjelpsmottakere,845
EliminatedValue,6,9,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.5
EliminatedValue,6,9,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,Under 20 år,Antall sosialhjelpsmottakere,17
EliminatedValue,6,9,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.2
EliminatedValue,6,9,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,20-24 år,Antall sosialhjelpsmottakere,126
EliminatedValue,6,9,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.1
EliminatedValue,6,9,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,25-29 år,Antall sosialhjelpsmottakere,118
EliminatedValue,6,9,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,6,9,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,30-39 år,Antall sosialhjelpsmottakere,254
EliminatedValue,6,9,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,40-49 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,6,9,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,40-49 år,Antall sosialhjelpsmottakere,174
EliminatedValue,6,9,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.5
EliminatedValue,6,9,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,50-66 år,Antall sosialhjelpsmottakere,138
EliminatedValue,6,9,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,6,9,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordre Aker,67 år og over,Antall sosialhjelpsmottakere,18
EliminatedValue,6,10,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,I alt,Andel sosialhjelpsmottakere i befolkningen,4.9
EliminatedValue,6,10,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,I alt,Antall sosialhjelpsmottakere,1135
EliminatedValue,6,10,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.5
EliminatedValue,6,10,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,Under 20 år,Antall sosialhjelpsmottakere,9
EliminatedValue,6,10,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,20-24 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,6,10,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,20-24 år,Antall sosialhjelpsmottakere,115
EliminatedValue,6,10,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,6,10,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,25-29 år,Antall sosialhjelpsmottakere,149
EliminatedValue,6,10,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,30-39 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,6,10,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,30-39 år,Antall sosialhjelpsmottakere,330
EliminatedValue,6,10,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,40-49 år,Andel sosialhjelpsmottakere i befolkningen,6.7
EliminatedValue,6,10,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,40-49 år,Antall sosialhjelpsmottakere,302
EliminatedValue,6,10,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,6,10,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,50-66 år,Antall sosialhjelpsmottakere,218
EliminatedValue,6,10,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,6,10,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Bjerke,67 år og over,Antall sosialhjelpsmottakere,12
EliminatedValue,6,11,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,I alt,Andel sosialhjelpsmottakere i befolkningen,5.7
EliminatedValue,6,11,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,I alt,Antall sosialhjelpsmottakere,1186
EliminatedValue,6,11,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.2
EliminatedValue,6,11,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,Under 20 år,Antall sosialhjelpsmottakere,14
EliminatedValue,6,11,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,20-24 år,Andel sosialhjelpsmottakere i befolkningen,8.5
EliminatedValue,6,11,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,20-24 år,Antall sosialhjelpsmottakere,143
EliminatedValue,6,11,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,25-29 år,Andel sosialhjelpsmottakere i befolkningen,7.1
EliminatedValue,6,11,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,25-29 år,Antall sosialhjelpsmottakere,136
EliminatedValue,6,11,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,30-39 år,Andel sosialhjelpsmottakere i befolkningen,7.2
EliminatedValue,6,11,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,30-39 år,Antall sosialhjelpsmottakere,307
EliminatedValue,6,11,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,40-49 år,Andel sosialhjelpsmottakere i befolkningen,7.3
EliminatedValue,6,11,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,40-49 år,Antall sosialhjelpsmottakere,302
EliminatedValue,6,11,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,50-66 år,Andel sosialhjelpsmottakere i befolkningen,5.2
EliminatedValue,6,11,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,50-66 år,Antall sosialhjelpsmottakere,265
EliminatedValue,6,11,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.6
EliminatedValue,6,11,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Grorud,67 år og over,Antall sosialhjelpsmottakere,19
EliminatedValue,6,12,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,I alt,Andel sosialhjelpsmottakere i befolkningen,4.6
EliminatedValue,6,12,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,I alt,Antall sosialhjelpsmottakere,1098
EliminatedValue,6,12,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.7
EliminatedValue,6,12,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,Under 20 år,Antall sosialhjelpsmottakere,15
EliminatedValue,6,12,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,20-24 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,6,12,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,20-24 år,Antall sosialhjelpsmottakere,127
EliminatedValue,6,12,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,6,12,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,25-29 år,Antall sosialhjelpsmottakere,117
EliminatedValue,6,12,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.9
EliminatedValue,6,12,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,30-39 år,Antall sosialhjelpsmottakere,286
EliminatedValue,6,12,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,40-49 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,6,12,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,40-49 år,Antall sosialhjelpsmottakere,305
EliminatedValue,6,12,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,6,12,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,50-66 år,Antall sosialhjelpsmottakere,231
EliminatedValue,6,12,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,6,12,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Stovner,67 år og over,Antall sosialhjelpsmottakere,17
EliminatedValue,6,13,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,I alt,Andel sosialhjelpsmottakere i befolkningen,3
EliminatedValue,6,13,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,I alt,Antall sosialhjelpsmottakere,1131
EliminatedValue,6,13,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2
EliminatedValue,6,13,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,Under 20 år,Antall sosialhjelpsmottakere,21
EliminatedValue,6,13,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,6,13,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,20-24 år,Antall sosialhjelpsmottakere,109
EliminatedValue,6,13,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,6,13,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,25-29 år,Antall sosialhjelpsmottakere,138
EliminatedValue,6,13,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,6,13,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,30-39 år,Antall sosialhjelpsmottakere,308
EliminatedValue,6,13,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,40-49 år,Andel sosialhjelpsmottakere i befolkningen,4.4
EliminatedValue,6,13,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,40-49 år,Antall sosialhjelpsmottakere,300
EliminatedValue,6,13,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.5
EliminatedValue,6,13,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,50-66 år,Antall sosialhjelpsmottakere,233
EliminatedValue,6,13,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,6,13,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Alna,67 år og over,Antall sosialhjelpsmottakere,22
EliminatedValue,6,14,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,I alt,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,6,14,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,I alt,Antall sosialhjelpsmottakere,1030
EliminatedValue,6,14,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.2
EliminatedValue,6,14,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,Under 20 år,Antall sosialhjelpsmottakere,22
EliminatedValue,6,14,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,6,14,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,20-24 år,Antall sosialhjelpsmottakere,102
EliminatedValue,6,14,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,25-29 år,Andel sosialhjelpsmottakere i befolkningen,4.6
EliminatedValue,6,14,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,25-29 år,Antall sosialhjelpsmottakere,147
EliminatedValue,6,14,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,6,14,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,30-39 år,Antall sosialhjelpsmottakere,270
EliminatedValue,6,14,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,40-49 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,6,14,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,40-49 år,Antall sosialhjelpsmottakere,269
EliminatedValue,6,14,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,6,14,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,50-66 år,Antall sosialhjelpsmottakere,202
EliminatedValue,6,14,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,6,14,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Østensjø,67 år og over,Antall sosialhjelpsmottakere,18
EliminatedValue,6,15,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,2.1
EliminatedValue,6,15,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,I alt,Antall sosialhjelpsmottakere,800
EliminatedValue,6,15,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.8
EliminatedValue,6,15,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,20
EliminatedValue,6,15,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,6,15,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,20-24 år,Antall sosialhjelpsmottakere,102
EliminatedValue,6,15,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,6,15,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,25-29 år,Antall sosialhjelpsmottakere,101
EliminatedValue,6,15,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,2.6
EliminatedValue,6,15,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,30-39 år,Antall sosialhjelpsmottakere,186
EliminatedValue,6,15,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,3
EliminatedValue,6,15,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,40-49 år,Antall sosialhjelpsmottakere,225
EliminatedValue,6,15,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.6
EliminatedValue,6,15,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,50-66 år,Antall sosialhjelpsmottakere,151
EliminatedValue,6,15,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.2
EliminatedValue,6,15,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Nordstrand,67 år og over,Antall sosialhjelpsmottakere,15
EliminatedValue,6,16,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,5.3
EliminatedValue,6,16,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,I alt,Antall sosialhjelpsmottakere,1442
EliminatedValue,6,16,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,6,16,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,30
EliminatedValue,6,16,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,7.7
EliminatedValue,6,16,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,20-24 år,Antall sosialhjelpsmottakere,197
EliminatedValue,6,16,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,8.8
EliminatedValue,6,16,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,25-29 år,Antall sosialhjelpsmottakere,216
EliminatedValue,6,16,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,6,16,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,30-39 år,Antall sosialhjelpsmottakere,346
EliminatedValue,6,16,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,6.6
EliminatedValue,6,16,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,40-49 år,Antall sosialhjelpsmottakere,356
EliminatedValue,6,16,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,6,16,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,50-66 år,Antall sosialhjelpsmottakere,279
EliminatedValue,6,16,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.7
EliminatedValue,6,16,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2013,Bydel Søndre Nordstrand,67 år og over,Antall sosialhjelpsmottakere,18
EliminatedValue,7,0,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,I alt,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,7,0,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,I alt,Antall sosialhjelpsmottakere,18620
EliminatedValue,7,0,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.3
EliminatedValue,7,0,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,Under 20 år,Antall sosialhjelpsmottakere,289
EliminatedValue,7,0,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,7,0,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,20-24 år,Antall sosialhjelpsmottakere,2095
EliminatedValue,7,0,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,7,0,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,25-29 år,Antall sosialhjelpsmottakere,2499
EliminatedValue,7,0,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,7,0,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,30-39 år,Antall sosialhjelpsmottakere,4824
EliminatedValue,7,0,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.1
EliminatedValue,7,0,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,40-49 år,Antall sosialhjelpsmottakere,4602
EliminatedValue,7,0,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.6
EliminatedValue,7,0,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,50-66 år,Antall sosialhjelpsmottakere,3945
EliminatedValue,7,0,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.5
EliminatedValue,7,0,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Oslo i alt,67 år og over,Antall sosialhjelpsmottakere,366
EliminatedValue,7,1,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,I alt,Andel sosialhjelpsmottakere i befolkningen,3.8
EliminatedValue,7,1,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,I alt,Antall sosialhjelpsmottakere,19797
EliminatedValue,7,1,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.5
EliminatedValue,7,1,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,Under 20 år,Antall sosialhjelpsmottakere,313
EliminatedValue,7,1,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,20-24 år,Andel sosialhjelpsmottakere i befolkningen,5.1
EliminatedValue,7,1,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,20-24 år,Antall sosialhjelpsmottakere,2315
EliminatedValue,7,1,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,7,1,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,25-29 år,Antall sosialhjelpsmottakere,2702
EliminatedValue,7,1,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.3
EliminatedValue,7,1,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2014,Sum bydeler,30-39 år,Antall sosialhjelpsmottakere,5130
