ContentsCode_kode,år_kode,bydel_kode,sosialhjelpsmottakere og berørte_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,bydel_navn,sosialhjelpsmottakere og berørte_navn,statistikkvariabel_navn,verdi
EliminatedValue,14,2,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Gamle Oslo,Berørte barn i alt,Antall,1610
EliminatedValue,14,2,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Gamle Oslo,Barn av par,Antall,625
EliminatedValue,14,2,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Gamle Oslo,Barn av enslig forsørger,Antall,985
EliminatedValue,14,3,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grünerløkka,Sosialhjelpsmottakere i alt,Antall,2498
EliminatedValue,14,3,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grünerløkka,Berørte av sosialhjelp,Antall,3874
EliminatedValue,14,3,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grünerløkka,Berørte ektefeller/samboere,Antall,365
EliminatedValue,14,3,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grünerløkka,Berørte barn i alt,Antall,1011
EliminatedValue,14,3,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grünerløkka,Barn av par,Antall,380
EliminatedValue,14,3,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grünerløkka,Barn av enslig forsørger,Antall,631
EliminatedValue,14,4,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Sagene,Sosialhjelpsmottakere i alt,Antall,1862
EliminatedValue,14,4,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Sagene,Berørte av sosialhjelp,Antall,2845
EliminatedValue,14,4,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Sagene,Berørte ektefeller/samboere,Antall,290
EliminatedValue,14,4,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Sagene,Berørte barn i alt,Antall,693
EliminatedValue,14,4,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Sagene,Barn av par,Antall,243
EliminatedValue,14,4,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Sagene,Barn av enslig forsørger,Antall,450
EliminatedValue,14,5,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel St.Hanshaugen,Sosialhjelpsmottakere i alt,Antall,1328
EliminatedValue,14,5,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel St.Hanshaugen,Berørte av sosialhjelp,Antall,1813
EliminatedValue,14,5,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel St.Hanshaugen,Berørte ektefeller/samboere,Antall,140
EliminatedValue,14,5,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel St.Hanshaugen,Berørte barn i alt,Antall,345
EliminatedValue,14,5,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel St.Hanshaugen,Barn av par,Antall,111
EliminatedValue,14,5,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel St.Hanshaugen,Barn av enslig forsørger,Antall,234
EliminatedValue,14,6,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Frogner,Sosialhjelpsmottakere i alt,Antall,1376
EliminatedValue,14,6,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Frogner,Berørte av sosialhjelp,Antall,2012
EliminatedValue,14,6,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Frogner,Berørte ektefeller/samboere,Antall,183
EliminatedValue,14,6,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Frogner,Berørte barn i alt,Antall,453
EliminatedValue,14,6,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Frogner,Barn av par,Antall,193
EliminatedValue,14,6,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Frogner,Barn av enslig forsørger,Antall,260
EliminatedValue,14,7,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Ullern,Sosialhjelpsmottakere i alt,Antall,510
EliminatedValue,14,7,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Ullern,Berørte av sosialhjelp,Antall,861
EliminatedValue,14,7,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Ullern,Berørte ektefeller/samboere,Antall,99
EliminatedValue,14,7,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Ullern,Berørte barn i alt,Antall,252
EliminatedValue,14,7,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Ullern,Barn av par,Antall,158
EliminatedValue,14,7,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Ullern,Barn av enslig forsørger,Antall,94
EliminatedValue,14,8,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Vestre Aker,Sosialhjelpsmottakere i alt,Antall,592
EliminatedValue,14,8,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Vestre Aker,Berørte av sosialhjelp,Antall,975
EliminatedValue,14,8,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Vestre Aker,Berørte ektefeller/samboere,Antall,118
EliminatedValue,14,8,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Vestre Aker,Berørte barn i alt,Antall,265
EliminatedValue,14,8,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Vestre Aker,Barn av par,Antall,132
EliminatedValue,14,8,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Vestre Aker,Barn av enslig forsørger,Antall,133
EliminatedValue,14,9,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordre Aker,Sosialhjelpsmottakere i alt,Antall,877
EliminatedValue,14,9,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordre Aker,Berørte av sosialhjelp,Antall,1464
EliminatedValue,14,9,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordre Aker,Berørte ektefeller/samboere,Antall,185
EliminatedValue,14,9,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordre Aker,Berørte barn i alt,Antall,402
EliminatedValue,14,9,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordre Aker,Barn av par,Antall,243
EliminatedValue,14,9,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordre Aker,Barn av enslig forsørger,Antall,159
EliminatedValue,14,10,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Bjerke,Sosialhjelpsmottakere i alt,Antall,1080
EliminatedValue,14,10,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Bjerke,Berørte av sosialhjelp,Antall,2133
EliminatedValue,14,10,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Bjerke,Berørte ektefeller/samboere,Antall,278
EliminatedValue,14,10,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Bjerke,Berørte barn i alt,Antall,775
EliminatedValue,14,10,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Bjerke,Barn av par,Antall,417
EliminatedValue,14,10,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Bjerke,Barn av enslig forsørger,Antall,358
EliminatedValue,14,11,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grorud,Sosialhjelpsmottakere i alt,Antall,1122
EliminatedValue,14,11,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grorud,Berørte av sosialhjelp,Antall,1928
EliminatedValue,14,11,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grorud,Berørte ektefeller/samboere,Antall,242
EliminatedValue,14,11,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grorud,Berørte barn i alt,Antall,564
EliminatedValue,14,11,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grorud,Barn av par,Antall,258
EliminatedValue,14,11,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Grorud,Barn av enslig forsørger,Antall,306
EliminatedValue,14,12,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Stovner,Sosialhjelpsmottakere i alt,Antall,1098
EliminatedValue,14,12,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Stovner,Berørte av sosialhjelp,Antall,2309
EliminatedValue,14,12,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Stovner,Berørte ektefeller/samboere,Antall,304
EliminatedValue,14,12,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Stovner,Berørte barn i alt,Antall,907
EliminatedValue,14,12,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Stovner,Barn av par,Antall,524
EliminatedValue,14,12,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Stovner,Barn av enslig forsørger,Antall,383
EliminatedValue,14,13,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Alna,Sosialhjelpsmottakere i alt,Antall,1419
EliminatedValue,14,13,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Alna,Berørte av sosialhjelp,Antall,2881
EliminatedValue,14,13,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Alna,Berørte ektefeller/samboere,Antall,353
EliminatedValue,14,13,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Alna,Berørte barn i alt,Antall,1109
EliminatedValue,14,13,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Alna,Barn av par,Antall,571
EliminatedValue,14,13,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Alna,Barn av enslig forsørger,Antall,538
EliminatedValue,14,14,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Østensjø,Sosialhjelpsmottakere i alt,Antall,1094
EliminatedValue,14,14,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Østensjø,Berørte av sosialhjelp,Antall,2012
EliminatedValue,14,14,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Østensjø,Berørte ektefeller/samboere,Antall,242
EliminatedValue,14,14,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Østensjø,Berørte barn i alt,Antall,676
EliminatedValue,14,14,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Østensjø,Barn av par,Antall,321
EliminatedValue,14,14,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Østensjø,Barn av enslig forsørger,Antall,355
EliminatedValue,14,15,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordstrand,Sosialhjelpsmottakere i alt,Antall,756
EliminatedValue,14,15,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordstrand,Berørte av sosialhjelp,Antall,1297
EliminatedValue,14,15,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordstrand,Berørte ektefeller/samboere,Antall,150
EliminatedValue,14,15,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordstrand,Berørte barn i alt,Antall,391
EliminatedValue,14,15,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordstrand,Barn av par,Antall,173
EliminatedValue,14,15,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Nordstrand,Barn av enslig forsørger,Antall,218
EliminatedValue,14,16,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Søndre Nordstrand,Sosialhjelpsmottakere i alt,Antall,1455
EliminatedValue,14,16,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Søndre Nordstrand,Berørte av sosialhjelp,Antall,3186
EliminatedValue,14,16,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Søndre Nordstrand,Berørte ektefeller/samboere,Antall,372
EliminatedValue,14,16,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Søndre Nordstrand,Berørte barn i alt,Antall,1359
EliminatedValue,14,16,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Søndre Nordstrand,Barn av par,Antall,641
EliminatedValue,14,16,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2019,Bydel Søndre Nordstrand,Barn av enslig forsørger,Antall,718
EliminatedValue,15,0,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Oslo i alt,Sosialhjelpsmottakere i alt,Antall,20181
EliminatedValue,15,0,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Oslo i alt,Berørte av sosialhjelp,Antall,34208
EliminatedValue,15,0,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Oslo i alt,Berørte ektefeller/samboere,Antall,3755
EliminatedValue,15,0,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Oslo i alt,Berørte barn i alt,Antall,10272
EliminatedValue,15,0,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Oslo i alt,Barn av par,Antall,4620
EliminatedValue,15,0,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Oslo i alt,Barn av enslig forsørger,Antall,5652
EliminatedValue,15,1,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Sum bydeler,Sosialhjelpsmottakere i alt,Antall,20181
EliminatedValue,15,1,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Sum bydeler,Berørte av sosialhjelp,Antall,34208
EliminatedValue,15,1,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Sum bydeler,Berørte ektefeller/samboere,Antall,3755
EliminatedValue,15,1,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Sum bydeler,Berørte barn i alt,Antall,10272
EliminatedValue,15,1,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Sum bydeler,Barn av par,Antall,4620
EliminatedValue,15,1,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Sum bydeler,Barn av enslig forsørger,Antall,5652
EliminatedValue,15,2,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Gamle Oslo,Sosialhjelpsmottakere i alt,Antall,2563
EliminatedValue,15,2,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Gamle Oslo,Berørte av sosialhjelp,Antall,4576
EliminatedValue,15,2,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Gamle Oslo,Berørte ektefeller/samboere,Antall,496
EliminatedValue,15,2,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Gamle Oslo,Berørte barn i alt,Antall,1517
EliminatedValue,15,2,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Gamle Oslo,Barn av par,Antall,659
EliminatedValue,15,2,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Gamle Oslo,Barn av enslig forsørger,Antall,858
EliminatedValue,15,3,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grünerløkka,Sosialhjelpsmottakere i alt,Antall,2538
EliminatedValue,15,3,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grünerløkka,Berørte av sosialhjelp,Antall,3870
EliminatedValue,15,3,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grünerløkka,Berørte ektefeller/samboere,Antall,393
EliminatedValue,15,3,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grünerløkka,Berørte barn i alt,Antall,939
EliminatedValue,15,3,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grünerløkka,Barn av par,Antall,344
EliminatedValue,15,3,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grünerløkka,Barn av enslig forsørger,Antall,595
EliminatedValue,15,4,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Sagene,Sosialhjelpsmottakere i alt,Antall,1923
EliminatedValue,15,4,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Sagene,Berørte av sosialhjelp,Antall,2890
EliminatedValue,15,4,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Sagene,Berørte ektefeller/samboere,Antall,304
EliminatedValue,15,4,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Sagene,Berørte barn i alt,Antall,663
EliminatedValue,15,4,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Sagene,Barn av par,Antall,211
EliminatedValue,15,4,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Sagene,Barn av enslig forsørger,Antall,452
EliminatedValue,15,5,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel St.Hanshaugen,Sosialhjelpsmottakere i alt,Antall,1434
EliminatedValue,15,5,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel St.Hanshaugen,Berørte av sosialhjelp,Antall,1922
EliminatedValue,15,5,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel St.Hanshaugen,Berørte ektefeller/samboere,Antall,157
EliminatedValue,15,5,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel St.Hanshaugen,Berørte barn i alt,Antall,331
EliminatedValue,15,5,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel St.Hanshaugen,Barn av par,Antall,115
EliminatedValue,15,5,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel St.Hanshaugen,Barn av enslig forsørger,Antall,216
EliminatedValue,15,6,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Frogner,Sosialhjelpsmottakere i alt,Antall,1440
EliminatedValue,15,6,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Frogner,Berørte av sosialhjelp,Antall,2031
EliminatedValue,15,6,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Frogner,Berørte ektefeller/samboere,Antall,183
EliminatedValue,15,6,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Frogner,Berørte barn i alt,Antall,408
EliminatedValue,15,6,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Frogner,Barn av par,Antall,162
EliminatedValue,15,6,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Frogner,Barn av enslig forsørger,Antall,246
EliminatedValue,15,7,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Ullern,Sosialhjelpsmottakere i alt,Antall,565
EliminatedValue,15,7,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Ullern,Berørte av sosialhjelp,Antall,886
EliminatedValue,15,7,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Ullern,Berørte ektefeller/samboere,Antall,92
EliminatedValue,15,7,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Ullern,Berørte barn i alt,Antall,229
EliminatedValue,15,7,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Ullern,Barn av par,Antall,109
EliminatedValue,15,7,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Ullern,Barn av enslig forsørger,Antall,120
EliminatedValue,15,8,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Vestre Aker,Sosialhjelpsmottakere i alt,Antall,523
EliminatedValue,15,8,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Vestre Aker,Berørte av sosialhjelp,Antall,847
EliminatedValue,15,8,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Vestre Aker,Berørte ektefeller/samboere,Antall,104
EliminatedValue,15,8,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Vestre Aker,Berørte barn i alt,Antall,220
EliminatedValue,15,8,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Vestre Aker,Barn av par,Antall,121
EliminatedValue,15,8,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Vestre Aker,Barn av enslig forsørger,Antall,99
EliminatedValue,15,9,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordre Aker,Sosialhjelpsmottakere i alt,Antall,893
EliminatedValue,15,9,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordre Aker,Berørte av sosialhjelp,Antall,1453
EliminatedValue,15,9,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordre Aker,Berørte ektefeller/samboere,Antall,182
EliminatedValue,15,9,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordre Aker,Berørte barn i alt,Antall,378
EliminatedValue,15,9,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordre Aker,Barn av par,Antall,219
EliminatedValue,15,9,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordre Aker,Barn av enslig forsørger,Antall,159
EliminatedValue,15,10,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Bjerke,Sosialhjelpsmottakere i alt,Antall,1116
EliminatedValue,15,10,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Bjerke,Berørte av sosialhjelp,Antall,2111
EliminatedValue,15,10,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Bjerke,Berørte ektefeller/samboere,Antall,260
EliminatedValue,15,10,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Bjerke,Berørte barn i alt,Antall,735
EliminatedValue,15,10,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Bjerke,Barn av par,Antall,369
EliminatedValue,15,10,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Bjerke,Barn av enslig forsørger,Antall,366
EliminatedValue,15,11,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grorud,Sosialhjelpsmottakere i alt,Antall,1104
EliminatedValue,15,11,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grorud,Berørte av sosialhjelp,Antall,1896
EliminatedValue,15,11,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grorud,Berørte ektefeller/samboere,Antall,231
EliminatedValue,15,11,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grorud,Berørte barn i alt,Antall,561
EliminatedValue,15,11,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grorud,Barn av par,Antall,258
EliminatedValue,15,11,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Grorud,Barn av enslig forsørger,Antall,303
EliminatedValue,15,12,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Stovner,Sosialhjelpsmottakere i alt,Antall,1153
EliminatedValue,15,12,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Stovner,Berørte av sosialhjelp,Antall,2411
EliminatedValue,15,12,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Stovner,Berørte ektefeller/samboere,Antall,308
EliminatedValue,15,12,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Stovner,Berørte barn i alt,Antall,950
EliminatedValue,15,12,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Stovner,Barn av par,Antall,553
EliminatedValue,15,12,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Stovner,Barn av enslig forsørger,Antall,397
EliminatedValue,15,13,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Alna,Sosialhjelpsmottakere i alt,Antall,1618
EliminatedValue,15,13,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Alna,Berørte av sosialhjelp,Antall,3177
EliminatedValue,15,13,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Alna,Berørte ektefeller/samboere,Antall,387
EliminatedValue,15,13,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Alna,Berørte barn i alt,Antall,1172
EliminatedValue,15,13,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Alna,Barn av par,Antall,555
EliminatedValue,15,13,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Alna,Barn av enslig forsørger,Antall,617
EliminatedValue,15,14,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Østensjø,Sosialhjelpsmottakere i alt,Antall,1056
EliminatedValue,15,14,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Østensjø,Berørte av sosialhjelp,Antall,1872
EliminatedValue,15,14,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Østensjø,Berørte ektefeller/samboere,Antall,195
EliminatedValue,15,14,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Østensjø,Berørte barn i alt,Antall,621
EliminatedValue,15,14,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Østensjø,Barn av par,Antall,261
EliminatedValue,15,14,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Østensjø,Barn av enslig forsørger,Antall,360
EliminatedValue,15,15,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordstrand,Sosialhjelpsmottakere i alt,Antall,806
EliminatedValue,15,15,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordstrand,Berørte av sosialhjelp,Antall,1254
EliminatedValue,15,15,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordstrand,Berørte ektefeller/samboere,Antall,133
EliminatedValue,15,15,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordstrand,Berørte barn i alt,Antall,315
EliminatedValue,15,15,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordstrand,Barn av par,Antall,143
EliminatedValue,15,15,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Nordstrand,Barn av enslig forsørger,Antall,172
EliminatedValue,15,16,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Søndre Nordstrand,Sosialhjelpsmottakere i alt,Antall,1449
EliminatedValue,15,16,1,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Søndre Nordstrand,Berørte av sosialhjelp,Antall,3012
EliminatedValue,15,16,2,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Søndre Nordstrand,Berørte ektefeller/samboere,Antall,330
EliminatedValue,15,16,3,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Søndre Nordstrand,Berørte barn i alt,Antall,1233
EliminatedValue,15,16,4,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Søndre Nordstrand,Barn av par,Antall,541
EliminatedValue,15,16,5,0,Sosialhjelpsmottakere og berørte etter bydel (B),2020,Bydel Søndre Nordstrand,Barn av enslig forsørger,Antall,692
EliminatedValue,16,0,0,0,Sosialhjelpsmottakere og berørte etter bydel (B),2021,Oslo i alt,Sosialhjelpsmottakere i alt,Antall,19514
